Date,mult
2023-12-20,1.0
2023-12-21,1.0
2023-12-22,1.0
2023-12-26,1.0
2023-12-27,1.0
2023-12-28,1.0
2023-12-29,1.0
2024-01-02,1.0
2024-01-03,1.0
2024-01-04,1.0
2024-01-05,1.0
2024-01-08,1.0
2024-01-09,1.0
2024-01-10,1.0
2024-01-11,1.0
2024-01-12,1.0
2024-01-16,1.0
2024-01-17,1.0
2024-01-18,1.0
2024-01-19,1.0
2024-01-22,1.0
2024-01-23,1.0
2024-01-24,1.0
2024-01-25,1.0
2024-01-26,1.0
2024-01-29,1.0
2024-01-30,1.0
2024-01-31,1.0
2024-02-01,1.0
2024-02-02,1.0
2024-02-05,1.0
2024-02-06,1.0
2024-02-07,1.0
2024-02-08,1.0
2024-02-09,1.0
2024-02-12,1.0
2024-02-13,1.0
2024-02-14,1.0
2024-02-15,1.0
2024-02-16,1.0
2024-02-20,1.0
2024-02-21,1.0
2024-02-22,1.0
2024-02-23,1.0
2024-02-26,1.0
2024-02-27,1.0
2024-02-28,1.0
2024-02-29,1.0
2024-03-01,1.0
2024-03-04,1.0
2024-03-05,1.0
2024-03-06,1.0
2024-03-07,1.0
2024-03-08,1.0
2024-03-11,1.0
2024-03-12,1.0
2024-03-13,1.0
2024-03-14,1.0
2024-03-15,1.0
2024-03-18,1.0
2024-03-19,1.0
2024-03-20,1.0
2024-03-21,1.0
2024-03-22,1.0
2024-03-25,1.0
2024-03-26,1.0
2024-03-27,1.0
2024-03-28,1.0
2024-04-01,1.0
2024-04-02,1.0
2024-04-03,1.0
2024-04-04,1.0
2024-04-05,1.0
2024-04-08,1.0
2024-04-09,1.0
2024-04-10,1.0
2024-04-11,1.0
2024-04-12,1.0
2024-04-15,1.0
2024-04-16,1.0
2024-04-17,1.0
2024-04-18,0.9974143189972302
2024-04-19,0.9843253926675215
2024-04-22,0.9466150639428157
2024-04-23,0.9096324595086948
2024-04-24,0.8974173973225996
2024-04-25,0.8839276176323928
2024-04-26,0.8698219715882936
2024-04-29,0.9075323003129995
2024-04-30,0.9445149047471204
2024-05-01,0.9178627035318299
2024-05-02,0.8953040683241505
2024-05-03,0.906216629476931
2024-05-06,0.906216629476931
2024-05-07,0.906216629476931
2024-05-08,0.9450838928783167
2024-05-09,0.9837179887789727
2024-05-10,1.0
2024-05-13,1.0
2024-05-14,1.0
2024-05-15,1.0
2024-05-16,1.0
2024-05-17,1.0
2024-05-20,1.0
2024-05-21,1.0
2024-05-22,1.0
2024-05-23,1.0
2024-05-24,1.0
2024-05-28,1.0
2024-05-29,1.0
2024-05-30,1.0
2024-05-31,1.0
2024-06-03,1.0
2024-06-04,1.0
2024-06-05,1.0
2024-06-06,1.0
2024-06-07,1.0
2024-06-10,1.0
2024-06-11,1.0
2024-06-12,1.0
2024-06-13,1.0
2024-06-14,1.0
2024-06-17,1.0
2024-06-18,1.0
2024-06-20,1.0
2024-06-21,1.0
2024-06-24,1.0
2024-06-25,1.0
2024-06-26,1.0
2024-06-27,1.0
2024-06-28,1.0
2024-07-01,1.0
2024-07-02,1.0
2024-07-03,1.0
2024-07-05,1.0
2024-07-08,1.0
2024-07-09,1.0
2024-07-10,1.0
2024-07-11,1.0
2024-07-12,1.0
2024-07-15,1.0
2024-07-16,1.0
2024-07-17,1.0
2024-07-18,1.0
2024-07-19,1.0
2024-07-22,1.0
2024-07-23,1.0
2024-07-24,1.0
2024-07-25,0.9682109284455669
2024-07-26,0.9209896961586252
2024-07-29,0.9017886353685653
2024-07-30,0.8874530495674934
2024-07-31,0.8661850618822464
2024-08-01,0.8979741334366796
2024-08-02,0.9451953657236212
2024-08-05,0.9598355844414682
2024-08-06,0.9203603013497912
2024-08-07,0.8804676678600674
2024-08-08,0.7985216896230906
2024-08-09,0.761209002412965
2024-08-12,0.7444345685117671
2024-08-13,0.791432058700664
2024-08-14,0.8525926798756348
2024-08-15,0.9345386581126116
2024-08-16,0.9718513453227372
2024-08-19,0.9931866212961479
2024-08-20,1.0
2024-08-21,1.0
2024-08-22,1.0
2024-08-23,1.0
2024-08-26,1.0
2024-08-27,1.0
2024-08-28,1.0
2024-08-29,1.0
2024-08-30,1.0
2024-09-03,1.0
2024-09-04,1.0
2024-09-05,1.0
2024-09-06,1.0
2024-09-09,1.0
2024-09-10,1.0
2024-09-11,1.0
2024-09-12,1.0
2024-09-13,1.0
2024-09-16,1.0
2024-09-17,1.0
2024-09-18,1.0
2024-09-19,1.0
2024-09-20,1.0
2024-09-23,1.0
2024-09-24,1.0
2024-09-25,1.0
2024-09-26,1.0
2024-09-27,1.0
2024-09-30,1.0
2024-10-01,1.0
2024-10-02,1.0
2024-10-03,1.0
2024-10-04,1.0
2024-10-07,1.0
2024-10-08,1.0
2024-10-09,1.0
2024-10-10,1.0
2024-10-11,1.0
2024-10-14,1.0
2024-10-15,1.0
2024-10-16,1.0
2024-10-17,1.0
2024-10-18,1.0
2024-10-21,1.0
2024-10-22,1.0
2024-10-23,1.0
2024-10-24,1.0
2024-10-25,1.0
2024-10-28,1.0
2024-10-29,1.0
2024-10-30,1.0
2024-10-31,1.0
2024-11-01,1.0
2024-11-04,1.0
2024-11-05,1.0
2024-11-06,1.0
2024-11-07,1.0
2024-11-08,1.0
2024-11-11,1.0
2024-11-12,1.0
2024-11-13,1.0
2024-11-14,1.0
2024-11-15,1.0
2024-11-18,0.9918232733753
2024-11-19,0.9918232733753
2024-11-20,0.9918232733753
2024-11-21,0.9918232733753
2024-11-22,0.9918232733753
2024-11-25,1.0
2024-11-26,1.0
2024-11-27,1.0
2024-11-29,1.0
2024-12-02,1.0
2024-12-03,1.0
2024-12-04,1.0
2024-12-05,1.0
2024-12-06,1.0
2024-12-09,1.0
2024-12-10,1.0
2024-12-11,1.0
2024-12-12,1.0
2024-12-13,1.0
2024-12-16,1.0
2024-12-17,1.0
2024-12-18,1.0
2024-12-19,0.9654698842938462
2024-12-20,0.9098148344004915
2024-12-23,0.887273606207235
2024-12-24,0.8657678167120345
2024-12-26,0.8657678167120345
2024-12-27,0.9002979324181883
2024-12-30,0.9292848867020018
2024-12-31,0.9070312258465076
2025-01-02,0.8703858805777429
2025-01-03,0.8178741989495771
2025-01-06,0.7840329020593384
2025-01-07,0.7879691266569524
2025-01-08,0.7730899465122252
2025-01-10,0.7779473823743931
2025-01-13,0.7482793004901378
2025-01-14,0.6877568221336159
2025-01-15,0.6164822757213624
2025-01-16,0.6396224531511763
2025-01-17,0.6585124672839997
2025-01-21,0.7278578188069367
2025-01-22,0.8222215940536973
2025-01-23,0.9162280114778779
2025-01-24,0.952761903241542
2025-01-27,0.9871655880105159
2025-01-28,0.9926059351972049
2025-01-29,0.9926059351972049
2025-01-30,0.9926059351972049
2025-01-31,0.9926059351972049
2025-02-03,0.9926059351972049
2025-02-04,1.0
2025-02-05,1.0
2025-02-06,1.0
2025-02-07,1.0
2025-02-10,1.0
2025-02-11,1.0
2025-02-12,1.0
2025-02-13,1.0
2025-02-14,1.0
2025-02-18,1.0
2025-02-19,1.0
2025-02-20,1.0
2025-02-21,1.0
2025-02-24,1.0
2025-02-25,1.0
2025-02-26,1.0
2025-02-27,1.0
2025-02-28,1.0
2025-03-03,1.0
2025-03-04,1.0
2025-03-05,1.0
2025-03-06,1.0
2025-03-07,0.9709094543295486
2025-03-10,0.9483985715577493
2025-03-11,0.8797563777779654
2025-03-12,0.7997321601975383
2025-03-13,0.7289604026740031
2025-03-14,0.6813668339330472
2025-03-17,0.6558554401721675
2025-03-18,0.7019453750776539
2025-03-19,0.7597699501582453
2025-03-20,0.8305417076817806
2025-03-21,0.9072258220931879
2025-03-24,0.9391847153774483
2025-03-25,0.9588941324178668
2025-03-26,0.9810937749177022
2025-03-27,0.9592563060131118
2025-03-28,0.9545291296257006
2025-03-31,0.9516361850974905
2025-04-01,0.9544790269313695
2025-04-02,0.9544790269313695
2025-04-03,0.9763164958359601
2025-04-04,0.9340921808954356
2025-04-07,0.8349801277614824
2025-04-08,0.6993977042334374
2025-04-09,0.5541185740672253
2025-04-10,0.48710667349476855
2025-04-11,0.4308495312834328
2025-04-14,0.5011160658026759
2025-04-15,0.5988165098788756
2025-04-16,0.7149447400707214
2025-04-17,0.749711147823976
2025-04-21,0.8030076888110216
2025-04-22,0.7658793191644226
2025-04-23,0.7536934802546624
2025-04-24,0.7546482351972275
2025-04-25,0.7868937280164292
2025-04-28,0.8368058205686554
2025-04-29,0.9217360366065931
2025-04-30,0.9718038549681985
2025-05-01,1.0
2025-05-02,1.0
2025-05-05,1.0
2025-05-06,1.0
2025-05-07,1.0
2025-05-08,1.0
2025-05-09,1.0
2025-05-12,1.0
2025-05-13,1.0
2025-05-14,1.0
2025-05-15,1.0
2025-05-16,1.0
2025-05-19,1.0
2025-05-20,1.0
2025-05-21,1.0
2025-05-22,1.0
2025-05-23,1.0
2025-05-27,1.0
2025-05-28,1.0
2025-05-29,1.0
2025-05-30,1.0
2025-06-02,1.0
2025-06-03,1.0
2025-06-04,1.0
2025-06-05,1.0
2025-06-06,1.0
2025-06-09,1.0
2025-06-10,1.0
2025-06-11,1.0
2025-06-12,1.0
2025-06-13,1.0
2025-06-16,1.0
2025-06-17,1.0
2025-06-18,1.0
2025-06-20,1.0
2025-06-23,1.0
2025-06-24,1.0
2025-06-25,1.0
2025-06-26,1.0
2025-06-27,1.0
2025-06-30,1.0
2025-07-01,1.0
2025-07-02,1.0
2025-07-03,1.0
2025-07-07,1.0
2025-07-08,1.0
2025-07-09,1.0
2025-07-10,1.0
2025-07-11,1.0
2025-07-14,1.0
2025-07-15,1.0
2025-07-16,1.0
2025-07-17,1.0
2025-07-18,1.0
2025-07-21,1.0
2025-07-22,1.0
2025-07-23,1.0
2025-07-24,1.0
2025-07-25,1.0
2025-07-28,1.0
2025-07-29,1.0
2025-07-30,1.0
2025-07-31,1.0
2025-08-01,1.0
2025-08-04,1.0
2025-08-05,1.0
2025-08-06,1.0
2025-08-07,1.0
2025-08-08,1.0
2025-08-11,1.0
2025-08-12,1.0
2025-08-13,1.0
2025-08-14,1.0
2025-08-15,1.0
2025-08-18,1.0
2025-08-19,1.0
2025-08-20,1.0
2025-08-21,1.0
2025-08-22,1.0
2025-08-25,1.0
2025-08-26,1.0
2025-08-27,1.0
2025-08-28,1.0
2025-08-29,1.0
2025-09-02,1.0
2025-09-03,1.0
2025-09-04,1.0
2025-09-05,1.0
2025-09-08,1.0
2025-09-09,1.0
2025-09-10,1.0
2025-09-11,1.0
2025-09-12,1.0
2025-09-15,1.0
2025-09-16,1.0
2025-09-17,1.0
2025-09-18,1.0
2025-09-19,1.0
2025-09-22,1.0
2025-09-23,1.0
2025-09-24,1.0
2025-09-25,1.0
2025-09-26,1.0
2025-09-29,1.0
2025-09-30,1.0
2025-10-01,1.0
2025-10-02,1.0
2025-10-03,1.0
2025-10-06,1.0
2025-10-07,1.0
2025-10-08,1.0
2025-10-09,1.0
2025-10-10,1.0
2025-10-13,1.0
2025-10-14,1.0
2025-10-15,1.0
2025-10-16,1.0
2025-10-17,1.0
2025-10-20,1.0
2025-10-21,1.0
2025-10-22,1.0
2025-10-23,1.0
2025-10-24,1.0
2025-10-27,1.0
2025-10-28,1.0
2025-10-29,1.0
2025-10-30,1.0
2025-10-31,1.0
2025-11-03,1.0
2025-11-04,1.0
2025-11-05,1.0
2025-11-06,1.0
2025-11-07,1.0
2025-11-10,1.0
2025-11-11,1.0
2025-11-12,1.0
2025-11-13,1.0
2025-11-14,1.0
2025-11-17,1.0
2025-11-18,1.0
2025-11-19,0.9859752099076156
2025-11-20,0.9798969923633312
2025-11-21,0.9423558567068893
2025-11-24,0.9202932805743675
2025-11-25,0.9202932805743675
2025-11-26,0.934318070666752
2025-11-28,0.9403962882110362
2025-12-01,0.9779374238674782
2025-12-02,1.0
2025-12-03,1.0
2025-12-04,1.0
2025-12-05,1.0
2025-12-08,1.0
2025-12-09,1.0
2025-12-10,1.0
2025-12-11,1.0
2025-12-12,1.0
2025-12-15,1.0
2025-12-16,1.0
2025-12-17,1.0
2025-12-18,1.0
2025-12-19,1.0
2025-12-22,1.0
2025-12-23,1.0
2025-12-24,1.0
2025-12-26,1.0
2025-12-29,1.0
2025-12-30,1.0
2025-12-31,1.0
2026-01-02,1.0
2026-01-05,1.0
2026-01-06,1.0
2026-01-07,1.0
2026-01-08,1.0
2026-01-09,1.0
2026-01-12,1.0
2026-01-13,1.0
2026-01-14,1.0
2026-01-15,1.0
2026-01-16,1.0
2026-01-20,1.0
2026-01-21,1.0
2026-01-22,1.0
2026-01-23,1.0
2026-01-26,1.0
2026-01-27,1.0
2026-01-28,1.0
2026-01-29,1.0
2026-01-30,1.0
2026-02-02,1.0
2026-02-03,1.0
2026-02-04,1.0
2026-02-05,0.9942568783524885
2026-02-06,0.9602759563861601
2026-02-09,0.9602759563861601
2026-02-10,0.9602759563861601
2026-02-11,0.9602759563861601
2026-02-12,0.9660190780336716
2026-02-13,1.0
2026-02-17,1.0
2026-02-18,1.0
2026-02-19,1.0
2026-02-20,1.0
2026-02-23,1.0
2026-02-24,1.0
2026-02-25,1.0
2026-02-26,1.0
2026-02-27,1.0
2026-03-02,1.0
2026-03-03,1.0
2026-03-04,1.0
2026-03-05,1.0
2026-03-06,1.0
2026-03-09,1.0
2026-03-10,1.0
2026-03-11,1.0
2026-03-12,1.0
2026-03-13,0.9712471221506084
2026-03-16,0.9160038188960031
2026-03-17,0.8857584902010863
2026-03-18,0.8633094289973273
2026-03-19,0.7886810948825443
2026-03-20,0.7166917907551107
2026-03-23,0.654325625539066
2026-03-24,0.5688989334502994
2026-03-25,0.47262889295373967
2026-03-26,0.4377475886648693
2026-03-27,0.41264515401655244
2026-03-30,0.40167420851401037
2026-03-31,0.3898024818045546
2026-04-01,0.3986338717249525
2026-04-02,0.40480203089496636
